item_id,order_id,product_id,product_name,category,qty,unit_price,discount,net_price
ITM-100736,ORD-100285,PRD-114,Red Label Tea 250g,Beverages,3,140.0,10,378.0
ITM-100737,ORD-100286,PRD-117,Washington Apples 1kg,Produce,4,220.0,10,792.0
ITM-100738,ORD-100286,PRD-106,Whole Wheat Bread,Bakery,4,45.0,10,162.0
ITM-100739,ORD-100286,PRD-125,Cadbury Dairy Milk 100g,Snacks,5,100.0,5,475.0
ITM-100740,ORD-100287,PRD-102,Mother Dairy Milk 1L,Dairy,2,66.0,5,125.4
ITM-100741,ORD-100287,PRD-102,Mother Dairy Milk 1L,Dairy,2,66.0,5,125.4
ITM-100742,ORD-100287,PRD-102,Mother Dairy Milk 1L,Dairy,3,66.0,15,168.3
ITM-100743,ORD-100287,PRD-106,Whole Wheat Bread,Bakery,4,45.0,15,153.0
ITM-100744,ORD-100288,PRD-116,Organic Bananas 1kg,Produce,4,60.0,0,240.0
ITM-100745,ORD-100289,PRD-123,Kurkure Masala Munch,Snacks,4,20.0,20,64.0
ITM-100746,ORD-100289,PRD-115,Pepsi 750ml,Beverages,1,45.0,15,38.25
ITM-100747,ORD-100289,PRD-124,Haldiram Bhujia 150g,Snacks,1,55.0,5,52.25
ITM-100748,ORD-100290,PRD-103,Paneer 200g,Dairy,3,85.0,5,242.25
ITM-100749,ORD-100290,PRD-106,Whole Wheat Bread,Bakery,5,45.0,5,213.75
ITM-100751,ORD-100291,PRD-119,Potatoes 5kg,Produce,5,150.0,0,750.0
ITM-100752,ORD-100291,PRD-125,Cadbury Dairy Milk 100g,Snacks,2,100.0,20,160.0
ITM-100753,ORD-100292,PRD-103,Paneer 200g,Dairy,4,85.0,5,323.0
ITM-100754,ORD-100292,PRD-122,Oreo Biscuits,Snacks,3,30.0,0,90.0
ITM-100755,ORD-100292,PRD-101,Amul Butter 500g,Dairy,1,55.0,10,49.5
ITM-100756,ORD-100292,PRD-113,Nescafé Classic 100g,Beverages,5,299.0,10,1345.5
ITM-100758,ORD-100294,PRD-103,Paneer 200g,Dairy,4,85.0,15,289.0
ITM-100759,ORD-100295,PRD-121,Lays Potato Chips,Snacks,5,20.0,10,90.0
ITM-100760,ORD-100295,PRD-122,Oreo Biscuits,Snacks,3,30.0,0,90.0
ITM-100761,ORD-100295,PRD-102,Mother Dairy Milk 1L,Dairy,4,66.0,20,211.2
ITM-100762,ORD-100295,PRD-111,Coca Cola 2L,Beverages,2,99.0,20,158.4
ITM-100763,ORD-100296,PRD-102,Mother Dairy Milk 1L,Dairy,3,66.0,10,178.2
ITM-100765,ORD-100297,PRD-103,Paneer 200g,Dairy,3,85.0,15,216.75
ITM-100766,ORD-100297,PRD-106,Whole Wheat Bread,Bakery,4,45.0,5,171.0
ITM-100767,ORD-100297,PRD-103,Paneer 200g,Dairy,2,85.0,0,170.0
ITM-100768,ORD-100297,PRD-106,Whole Wheat Bread,Bakery,4,45.0,15,153.0
ITM-100769,ORD-100298,PRD-121,Lays Potato Chips,Snacks,1,20.0,5,19.0
ITM-100770,ORD-100298,PRD-110,Garlic Bread,Bakery,4,80.0,15,272.0
ITM-100771,ORD-100298,PRD-124,Haldiram Bhujia 150g,Snacks,5,55.0,10,247.5
ITM-100772,ORD-100299,PRD-112,Tropicana Orange 1L,Beverages,3,99.0,0,297.0
ITM-100773,ORD-100299,PRD-117,Washington Apples 1kg,Produce,4,220.0,5,836.0
ITM-100774,ORD-100300,PRD-113,Nescafé Classic 100g,Beverages,3,299.0,15,762.45
ITM-100775,ORD-100300,PRD-119,Potatoes 5kg,Produce,4,150.0,20,480.0
ITM-100776,ORD-100300,PRD-103,Paneer 200g,Dairy,3,85.0,15,216.75
ITM-100777,ORD-100300,PRD-120,Tomatoes 1kg,Produce,4,40.0,5,152.0
ITM-100778,ORD-100301,PRD-103,Paneer 200g,Dairy,5,85.0,0,425.0
ITM-100779,ORD-100301,PRD-111,Coca Cola 2L,Beverages,2,99.0,15,168.3
ITM-100780,ORD-100301,PRD-121,Lays Potato Chips,Snacks,4,20.0,5,76.0
ITM-100781,ORD-100301,PRD-117,Washington Apples 1kg,Produce,1,220.0,20,176.0
ITM-100782,ORD-100302,PRD-115,Pepsi 750ml,Beverages,1,45.0,15,38.25
ITM-100784,ORD-100302,PRD-105,Amul Cheese Slices 200g,Dairy,3,120.0,5,342.0
ITM-100785,ORD-100303,PRD-117,Washington Apples 1kg,Produce,3,220.0,15,561.0
ITM-100786,ORD-100303,PRD-119,Potatoes 5kg,Produce,5,150.0,0,750.0
ITM-100787,ORD-100304,PRD-102,Mother Dairy Milk 1L,Dairy,1,66.0,20,52.8
ITM-100788,ORD-100305,PRD-114,Red Label Tea 250g,Beverages,4,140.0,0,560.0
ITM-100789,ORD-100305,PRD-122,Oreo Biscuits,Snacks,3,30.0,20,72.0
ITM-100790,ORD-100305,PRD-112,Tropicana Orange 1L,Beverages,5,99.0,10,445.5
ITM-100791,ORD-100305,PRD-103,Paneer 200g,Dairy,1,85.0,20,68.0
ITM-100792,ORD-100306,PRD-124,Haldiram Bhujia 150g,Snacks,2,55.0,15,93.5
ITM-100794,ORD-100307,PRD-103,Paneer 200g,Dairy,3,85.0,15,216.75
ITM-100795,ORD-100308,PRD-119,Potatoes 5kg,Produce,4,150.0,15,510.0
ITM-100796,ORD-100308,PRD-120,Tomatoes 1kg,Produce,3,40.0,10,108.0
ITM-100798,ORD-100309,PRD-103,Paneer 200g,Dairy,3,85.0,20,204.0
ITM-100799,ORD-100309,PRD-122,Oreo Biscuits,Snacks,4,30.0,0,120.0
ITM-100800,ORD-100310,PRD-101,Amul Butter 500g,Dairy,1,55.0,15,46.75
ITM-100801,ORD-100311,PRD-106,Whole Wheat Bread,Bakery,4,45.0,15,153.0
ITM-100802,ORD-100312,PRD-122,Oreo Biscuits,Snacks,4,30.0,20,96.0
ITM-100803,ORD-100312,PRD-110,Garlic Bread,Bakery,5,80.0,20,320.0
ITM-100804,ORD-100312,PRD-112,Tropicana Orange 1L,Beverages,3,99.0,15,252.45
ITM-100805,ORD-100312,PRD-103,Paneer 200g,Dairy,2,85.0,5,161.5
ITM-100806,ORD-100313,PRD-107,White Bread,Bakery,1,35.0,0,35.0
ITM-100807,ORD-100314,PRD-101,Amul Butter 500g,Dairy,4,55.0,5,209.0
ITM-100808,ORD-100314,PRD-121,Lays Potato Chips,Snacks,2,20.0,5,38.0
ITM-100810,ORD-100315,PRD-103,Paneer 200g,Dairy,4,85.0,10,306.0
ITM-100811,ORD-100315,PRD-105,Amul Cheese Slices 200g,Dairy,4,120.0,15,408.0
ITM-100812,ORD-100315,PRD-101,Amul Butter 500g,Dairy,2,55.0,0,110.0
ITM-100813,ORD-100316,PRD-124,Haldiram Bhujia 150g,Snacks,4,55.0,15,187.0
ITM-100814,ORD-100316,PRD-116,Organic Bananas 1kg,Produce,4,60.0,0,240.0
ITM-100815,ORD-100317,PRD-107,White Bread,Bakery,5,35.0,10,157.5
ITM-100817,ORD-100318,PRD-101,Amul Butter 500g,Dairy,4,55.0,0,220.0
ITM-100818,ORD-100318,PRD-114,Red Label Tea 250g,Beverages,5,140.0,15,595.0
ITM-100819,ORD-100318,PRD-120,Tomatoes 1kg,Produce,3,40.0,20,96.0
ITM-100820,ORD-100319,PRD-116,Organic Bananas 1kg,Produce,4,60.0,15,204.0
ITM-100821,ORD-100320,PRD-108,Croissant,Bakery,5,60.0,0,300.0
ITM-100822,ORD-100320,PRD-101,Amul Butter 500g,Dairy,5,55.0,15,233.75
ITM-100823,ORD-100320,PRD-111,Coca Cola 2L,Beverages,1,99.0,20,79.2
ITM-100824,ORD-100320,PRD-109,Chocolate Muffin,Bakery,4,40.0,15,136.0
ITM-100825,ORD-100321,PRD-116,Organic Bananas 1kg,Produce,3,60.0,20,144.0
ITM-100826,ORD-100322,PRD-123,Kurkure Masala Munch,Snacks,1,20.0,15,17.0
ITM-100827,ORD-100322,PRD-106,Whole Wheat Bread,Bakery,2,45.0,10,81.0
ITM-100828,ORD-100322,PRD-116,Organic Bananas 1kg,Produce,4,60.0,10,216.0
ITM-100829,ORD-100322,PRD-108,Croissant,Bakery,2,60.0,20,96.0
ITM-100830,ORD-100323,PRD-120,Tomatoes 1kg,Produce,2,40.0,15,68.0
ITM-100831,ORD-100323,PRD-110,Garlic Bread,Bakery,4,80.0,15,272.0
ITM-100835,ORD-100325,PRD-106,Whole Wheat Bread,Bakery,2,45.0,5,85.5
ITM-100836,ORD-100325,PRD-120,Tomatoes 1kg,Produce,1,40.0,15,34.0
ITM-100837,ORD-100326,PRD-116,Organic Bananas 1kg,Produce,2,60.0,10,108.0
ITM-100838,ORD-100326,PRD-107,White Bread,Bakery,1,35.0,20,28.0
ITM-100839,ORD-100326,PRD-101,Amul Butter 500g,Dairy,3,55.0,10,148.5
ITM-100840,ORD-100326,PRD-112,Tropicana Orange 1L,Beverages,2,99.0,5,188.1
ITM-100842,ORD-100328,PRD-104,Greek Yogurt 150g,Dairy,2,50.0,20,80.0
ITM-100843,ORD-100328,PRD-104,Greek Yogurt 150g,Dairy,2,50.0,20,80.0
ITM-100844,ORD-100328,PRD-116,Organic Bananas 1kg,Produce,3,60.0,10,162.0
ITM-100846,ORD-100329,PRD-105,Amul Cheese Slices 200g,Dairy,5,120.0,20,480.0
ITM-100847,ORD-100329,PRD-122,Oreo Biscuits,Snacks,1,30.0,0,30.0
ITM-100848,ORD-100329,PRD-115,Pepsi 750ml,Beverages,1,45.0,15,38.25
ITM-100851,ORD-100332,PRD-106,Whole Wheat Bread,Bakery,2,45.0,0,90.0
ITM-100852,ORD-100333,PRD-106,Whole Wheat Bread,Bakery,4,45.0,10,162.0
ITM-100853,ORD-100333,PRD-125,Cadbury Dairy Milk 100g,Snacks,4,100.0,20,320.0
ITM-100854,ORD-100333,PRD-124,Haldiram Bhujia 150g,Snacks,2,55.0,0,110.0
ITM-100855,ORD-100334,PRD-111,Coca Cola 2L,Beverages,1,99.0,5,94.05
ITM-100856,ORD-100334,PRD-107,White Bread,Bakery,4,35.0,15,119.0
ITM-100857,ORD-100334,PRD-125,Cadbury Dairy Milk 100g,Snacks,2,100.0,0,200.0
ITM-100858,ORD-100335,PRD-111,Coca Cola 2L,Beverages,5,99.0,10,445.5
ITM-100859,ORD-100335,PRD-106,Whole Wheat Bread,Bakery,3,45.0,0,135.0
ITM-100860,ORD-100335,PRD-112,Tropicana Orange 1L,Beverages,3,99.0,15,252.45
ITM-100861,ORD-100335,PRD-121,Lays Potato Chips,Snacks,2,20.0,5,38.0
ITM-100864,ORD-100336,PRD-114,Red Label Tea 250g,Beverages,5,140.0,15,595.0
ITM-100866,ORD-100337,PRD-105,Amul Cheese Slices 200g,Dairy,5,120.0,0,600.0
ITM-100867,ORD-100337,PRD-103,Paneer 200g,Dairy,3,85.0,0,255.0
ITM-100868,ORD-100337,PRD-111,Coca Cola 2L,Beverages,2,99.0,15,168.3
ITM-100869,ORD-100337,PRD-114,Red Label Tea 250g,Beverages,4,140.0,0,560.0
ITM-100870,ORD-100338,PRD-122,Oreo Biscuits,Snacks,5,30.0,5,142.5
ITM-100871,ORD-100339,PRD-121,Lays Potato Chips,Snacks,3,20.0,20,48.0
ITM-100872,ORD-100340,PRD-113,Nescafé Classic 100g,Beverages,3,299.0,20,717.6
ITM-100873,ORD-100340,PRD-124,Haldiram Bhujia 150g,Snacks,3,55.0,10,148.5
ITM-100874,ORD-100340,PRD-101,Amul Butter 500g,Dairy,5,55.0,10,247.5
ITM-100875,ORD-100340,PRD-120,Tomatoes 1kg,Produce,4,40.0,5,152.0
ITM-100876,ORD-100341,PRD-121,Lays Potato Chips,Snacks,5,20.0,5,95.0
ITM-100877,ORD-100341,PRD-120,Tomatoes 1kg,Produce,4,40.0,20,128.0
ITM-100878,ORD-100341,PRD-123,Kurkure Masala Munch,Snacks,4,20.0,10,72.0
ITM-100879,ORD-100341,PRD-125,Cadbury Dairy Milk 100g,Snacks,3,100.0,5,285.0
ITM-100880,ORD-100342,PRD-102,Mother Dairy Milk 1L,Dairy,3,66.0,20,158.4
ITM-100881,ORD-100343,PRD-124,Haldiram Bhujia 150g,Snacks,5,55.0,5,261.25
ITM-100882,ORD-100343,PRD-118,Onions 5kg,Produce,2,180.0,10,324.0
ITM-100883,ORD-100343,PRD-103,Paneer 200g,Dairy,5,85.0,20,340.0
ITM-100884,ORD-100343,PRD-110,Garlic Bread,Bakery,3,80.0,20,192.0
ITM-100885,ORD-100344,PRD-101,Amul Butter 500g,Dairy,5,55.0,0,275.0
ITM-100886,ORD-100344,PRD-119,Potatoes 5kg,Produce,2,150.0,10,270.0
ITM-100887,ORD-100345,PRD-124,Haldiram Bhujia 150g,Snacks,5,55.0,15,233.75
ITM-100888,ORD-100345,PRD-104,Greek Yogurt 150g,Dairy,3,50.0,0,150.0
ITM-100889,ORD-100345,PRD-109,Chocolate Muffin,Bakery,3,40.0,20,96.0
ITM-100890,ORD-100346,PRD-102,Mother Dairy Milk 1L,Dairy,4,66.0,0,264.0
ITM-100891,ORD-100347,PRD-119,Potatoes 5kg,Produce,4,150.0,0,600.0
ITM-100892,ORD-100347,PRD-111,Coca Cola 2L,Beverages,5,99.0,5,470.25
ITM-100893,ORD-100347,PRD-119,Potatoes 5kg,Produce,5,150.0,20,600.0
ITM-100894,ORD-100348,PRD-112,Tropicana Orange 1L,Beverages,3,99.0,10,267.3
ITM-100895,ORD-100348,PRD-122,Oreo Biscuits,Snacks,2,30.0,20,48.0
ITM-100896,ORD-100349,PRD-117,Washington Apples 1kg,Produce,1,220.0,5,209.0
ITM-100897,ORD-100349,PRD-111,Coca Cola 2L,Beverages,5,99.0,20,396.0
ITM-100898,ORD-100349,PRD-107,White Bread,Bakery,4,35.0,10,126.0
ITM-100899,ORD-100349,PRD-104,Greek Yogurt 150g,Dairy,4,50.0,5,190.0
ITM-100900,ORD-100350,PRD-103,Paneer 200g,Dairy,1,85.0,0,85.0
ITM-100901,ORD-100350,PRD-114,Red Label Tea 250g,Beverages,4,140.0,5,532.0
ITM-100902,ORD-100350,PRD-107,White Bread,Bakery,1,35.0,15,29.75
ITM-100903,ORD-100350,PRD-112,Tropicana Orange 1L,Beverages,4,99.0,20,316.8
ITM-100904,ORD-100351,PRD-109,Chocolate Muffin,Bakery,4,40.0,20,128.0
ITM-100905,ORD-100351,PRD-121,Lays Potato Chips,Snacks,4,20.0,15,68.0
ITM-100906,ORD-100351,PRD-123,Kurkure Masala Munch,Snacks,4,20.0,15,68.0
ITM-100908,ORD-100352,PRD-116,Organic Bananas 1kg,Produce,2,60.0,15,102.0
ITM-100909,ORD-100352,PRD-123,Kurkure Masala Munch,Snacks,5,20.0,20,80.0
ITM-100910,ORD-100353,PRD-123,Kurkure Masala Munch,Snacks,4,20.0,5,76.0
ITM-100911,ORD-100354,PRD-102,Mother Dairy Milk 1L,Dairy,5,66.0,5,313.5
ITM-100912,ORD-100354,PRD-112,Tropicana Orange 1L,Beverages,5,99.0,0,495.0
ITM-100913,ORD-100354,PRD-114,Red Label Tea 250g,Beverages,1,140.0,0,140.0
ITM-100914,ORD-100354,PRD-112,Tropicana Orange 1L,Beverages,3,99.0,20,237.6
ITM-100915,ORD-100355,PRD-117,Washington Apples 1kg,Produce,1,220.0,5,209.0
ITM-100916,ORD-100356,PRD-110,Garlic Bread,Bakery,3,80.0,10,216.0
ITM-100917,ORD-100356,PRD-110,Garlic Bread,Bakery,1,80.0,15,68.0
ITM-100919,ORD-100357,PRD-102,Mother Dairy Milk 1L,Dairy,3,66.0,10,178.2
ITM-100920,ORD-100357,PRD-107,White Bread,Bakery,4,35.0,5,133.0
ITM-100921,ORD-100357,PRD-101,Amul Butter 500g,Dairy,5,55.0,0,275.0
ITM-100922,ORD-100357,PRD-112,Tropicana Orange 1L,Beverages,1,99.0,0,99.0
ITM-100923,ORD-100358,PRD-116,Organic Bananas 1kg,Produce,3,60.0,20,144.0
ITM-100924,ORD-100358,PRD-119,Potatoes 5kg,Produce,3,150.0,15,382.5
ITM-100927,ORD-100359,PRD-117,Washington Apples 1kg,Produce,4,220.0,15,748.0
ITM-100928,ORD-100359,PRD-122,Oreo Biscuits,Snacks,2,30.0,15,51.0
ITM-100929,ORD-100360,PRD-103,Paneer 200g,Dairy,5,85.0,20,340.0
ITM-100930,ORD-100360,PRD-114,Red Label Tea 250g,Beverages,2,140.0,15,238.0
ITM-100931,ORD-100360,PRD-113,Nescafé Classic 100g,Beverages,5,299.0,10,1345.5
ITM-100932,ORD-100361,PRD-122,Oreo Biscuits,Snacks,3,30.0,15,76.5
ITM-100933,ORD-100362,PRD-106,Whole Wheat Bread,Bakery,5,45.0,0,225.0
ITM-100934,ORD-100363,PRD-118,Onions 5kg,Produce,5,180.0,0,900.0
ITM-100935,ORD-100363,PRD-103,Paneer 200g,Dairy,5,85.0,5,403.75
ITM-100936,ORD-100363,PRD-118,Onions 5kg,Produce,1,180.0,20,144.0
ITM-100937,ORD-100364,PRD-125,Cadbury Dairy Milk 100g,Snacks,5,100.0,15,425.0
ITM-100938,ORD-100364,PRD-101,Amul Butter 500g,Dairy,5,55.0,0,275.0
ITM-100939,ORD-100365,PRD-101,Amul Butter 500g,Dairy,2,55.0,10,99.0
ITM-100940,ORD-100365,PRD-108,Croissant,Bakery,4,60.0,20,192.0
ITM-100942,ORD-100367,PRD-113,Nescafé Classic 100g,Beverages,1,299.0,20,239.2
ITM-100943,ORD-100367,PRD-116,Organic Bananas 1kg,Produce,3,60.0,0,180.0
ITM-100944,ORD-100367,PRD-114,Red Label Tea 250g,Beverages,4,140.0,5,532.0
ITM-100945,ORD-100368,PRD-117,Washington Apples 1kg,Produce,4,220.0,10,792.0
ITM-100946,ORD-100369,PRD-103,Paneer 200g,Dairy,1,85.0,0,85.0
ITM-100947,ORD-100369,PRD-118,Onions 5kg,Produce,3,180.0,5,513.0
ITM-100948,ORD-100369,PRD-105,Amul Cheese Slices 200g,Dairy,3,120.0,5,342.0
ITM-100949,ORD-100370,PRD-105,Amul Cheese Slices 200g,Dairy,4,120.0,10,432.0
ITM-100950,ORD-100371,PRD-102,Mother Dairy Milk 1L,Dairy,3,66.0,20,158.4
ITM-100951,ORD-100371,PRD-106,Whole Wheat Bread,Bakery,1,45.0,0,45.0
ITM-100952,ORD-100372,PRD-113,Nescafé Classic 100g,Beverages,3,299.0,0,897.0
ITM-100953,ORD-100372,PRD-105,Amul Cheese Slices 200g,Dairy,3,120.0,15,306.0
ITM-100954,ORD-100372,PRD-109,Chocolate Muffin,Bakery,1,40.0,15,34.0
ITM-100955,ORD-100373,PRD-107,White Bread,Bakery,5,35.0,5,166.25
ITM-100956,ORD-100374,PRD-116,Organic Bananas 1kg,Produce,5,60.0,20,240.0
ITM-100957,ORD-100374,PRD-113,Nescafé Classic 100g,Beverages,3,299.0,0,897.0
ITM-100958,ORD-100375,PRD-111,Coca Cola 2L,Beverages,5,99.0,15,420.75
ITM-100959,ORD-100376,PRD-103,Paneer 200g,Dairy,1,85.0,15,72.25
ITM-100960,ORD-100376,PRD-114,Red Label Tea 250g,Beverages,1,140.0,5,133.0
ITM-100961,ORD-100376,PRD-109,Chocolate Muffin,Bakery,5,40.0,20,160.0
ITM-100962,ORD-100376,PRD-122,Oreo Biscuits,Snacks,2,30.0,0,60.0
ITM-100963,ORD-100377,PRD-110,Garlic Bread,Bakery,4,80.0,20,256.0
ITM-100964,ORD-100377,PRD-115,Pepsi 750ml,Beverages,5,45.0,0,225.0
ITM-100966,ORD-100378,PRD-118,Onions 5kg,Produce,2,180.0,5,342.0
ITM-100967,ORD-100379,PRD-118,Onions 5kg,Produce,1,180.0,15,153.0
ITM-100968,ORD-100379,PRD-101,Amul Butter 500g,Dairy,5,55.0,15,233.75
ITM-100969,ORD-100379,PRD-110,Garlic Bread,Bakery,1,80.0,5,76.0
ITM-100970,ORD-100379,PRD-102,Mother Dairy Milk 1L,Dairy,3,66.0,15,168.3
ITM-100974,ORD-100381,PRD-106,Whole Wheat Bread,Bakery,5,45.0,20,180.0
ITM-100975,ORD-100382,PRD-110,Garlic Bread,Bakery,4,80.0,0,320.0
ITM-100977,ORD-100384,PRD-114,Red Label Tea 250g,Beverages,5,140.0,5,665.0
ITM-100978,ORD-100384,PRD-117,Washington Apples 1kg,Produce,3,220.0,10,594.0
ITM-100979,ORD-100384,PRD-121,Lays Potato Chips,Snacks,4,20.0,10,72.0
ITM-100980,ORD-100385,PRD-108,Croissant,Bakery,3,60.0,10,162.0
ITM-100981,ORD-100385,PRD-107,White Bread,Bakery,5,35.0,15,148.75
ITM-100982,ORD-100385,PRD-111,Coca Cola 2L,Beverages,2,99.0,0,198.0
ITM-100983,ORD-100386,PRD-120,Tomatoes 1kg,Produce,1,40.0,15,34.0
ITM-100984,ORD-100387,PRD-122,Oreo Biscuits,Snacks,4,30.0,5,114.0
ITM-100985,ORD-100388,PRD-125,Cadbury Dairy Milk 100g,Snacks,5,100.0,15,425.0
ITM-100986,ORD-100388,PRD-103,Paneer 200g,Dairy,5,85.0,0,425.0
ITM-100987,ORD-100388,PRD-101,Amul Butter 500g,Dairy,1,55.0,15,46.75
ITM-100988,ORD-100388,PRD-112,Tropicana Orange 1L,Beverages,5,99.0,15,420.75
ITM-100989,ORD-100389,PRD-113,Nescafé Classic 100g,Beverages,1,299.0,5,284.05
ITM-100990,ORD-100389,PRD-104,Greek Yogurt 150g,Dairy,3,50.0,15,127.5
ITM-100991,ORD-100389,PRD-107,White Bread,Bakery,1,35.0,15,29.75
ITM-100992,ORD-100390,PRD-124,Haldiram Bhujia 150g,Snacks,3,55.0,0,165.0
ITM-100993,ORD-100390,PRD-122,Oreo Biscuits,Snacks,2,30.0,10,54.0
ITM-100995,ORD-100392,PRD-108,Croissant,Bakery,3,60.0,15,153.0
ITM-100996,ORD-100392,PRD-102,Mother Dairy Milk 1L,Dairy,4,66.0,10,237.6
ITM-100997,ORD-100393,PRD-101,Amul Butter 500g,Dairy,4,55.0,5,209.0
ITM-100998,ORD-100393,PRD-104,Greek Yogurt 150g,Dairy,5,50.0,10,225.0
ITM-100999,ORD-100394,PRD-106,Whole Wheat Bread,Bakery,2,45.0,20,72.0
ITM-101000,ORD-100394,PRD-122,Oreo Biscuits,Snacks,5,30.0,20,120.0
ITM-101001,ORD-100394,PRD-119,Potatoes 5kg,Produce,1,150.0,5,142.5
ITM-101002,ORD-100394,PRD-119,Potatoes 5kg,Produce,1,150.0,5,142.5
ITM-101003,ORD-100395,PRD-109,Chocolate Muffin,Bakery,2,40.0,20,64.0
ITM-101004,ORD-100395,PRD-117,Washington Apples 1kg,Produce,2,220.0,10,396.0
ITM-101005,ORD-100396,PRD-123,Kurkure Masala Munch,Snacks,5,20.0,20,80.0
ITM-101006,ORD-100397,PRD-122,Oreo Biscuits,Snacks,4,30.0,20,96.0
ITM-101007,ORD-100397,PRD-101,Amul Butter 500g,Dairy,1,55.0,15,46.75
ITM-101008,ORD-100397,PRD-111,Coca Cola 2L,Beverages,4,99.0,15,336.6
ITM-101009,ORD-100398,PRD-104,Greek Yogurt 150g,Dairy,4,50.0,20,160.0
ITM-101010,ORD-100398,PRD-116,Organic Bananas 1kg,Produce,5,60.0,10,270.0
ITM-101011,ORD-100398,PRD-125,Cadbury Dairy Milk 100g,Snacks,2,100.0,0,200.0
ITM-101012,ORD-100399,PRD-109,Chocolate Muffin,Bakery,5,40.0,15,170.0
ITM-101013,ORD-100400,PRD-111,Coca Cola 2L,Beverages,4,99.0,0,396.0
ITM-101014,ORD-100400,PRD-107,White Bread,Bakery,1,35.0,10,31.5
ITM-101015,ORD-100400,PRD-119,Potatoes 5kg,Produce,2,150.0,0,300.0
ITM-101016,ORD-100400,PRD-123,Kurkure Masala Munch,Snacks,1,20.0,15,17.0
ITM-101017,ORD-100401,PRD-107,White Bread,Bakery,3,35.0,5,99.75
ITM-101018,ORD-100401,PRD-110,Garlic Bread,Bakery,1,80.0,0,80.0
ITM-101019,ORD-100402,PRD-116,Organic Bananas 1kg,Produce,1,60.0,15,51.0
ITM-101021,ORD-100403,PRD-104,Greek Yogurt 150g,Dairy,2,50.0,15,85.0
ITM-101022,ORD-100403,PRD-111,Coca Cola 2L,Beverages,3,99.0,0,297.0
ITM-101023,ORD-100404,PRD-103,Paneer 200g,Dairy,5,85.0,20,340.0
ITM-101024,ORD-100404,PRD-115,Pepsi 750ml,Beverages,4,45.0,0,180.0
ITM-101025,ORD-100405,PRD-103,Paneer 200g,Dairy,1,85.0,0,85.0
ITM-101026,ORD-100406,PRD-111,Coca Cola 2L,Beverages,2,99.0,0,198.0
ITM-101027,ORD-100406,PRD-102,Mother Dairy Milk 1L,Dairy,1,66.0,15,56.1
ITM-101028,ORD-100406,PRD-110,Garlic Bread,Bakery,4,80.0,20,256.0
ITM-101029,ORD-100406,PRD-103,Paneer 200g,Dairy,1,85.0,0,85.0
ITM-101030,ORD-100407,PRD-110,Garlic Bread,Bakery,4,80.0,15,272.0
ITM-101031,ORD-100408,PRD-120,Tomatoes 1kg,Produce,2,40.0,15,68.0
ITM-101032,ORD-100409,PRD-115,Pepsi 750ml,Beverages,4,45.0,15,153.0
ITM-101033,ORD-100410,PRD-120,Tomatoes 1kg,Produce,1,40.0,20,32.0
ITM-101034,ORD-100410,PRD-111,Coca Cola 2L,Beverages,4,99.0,0,396.0
ITM-101035,ORD-100410,PRD-117,Washington Apples 1kg,Produce,5,220.0,10,990.0
ITM-101036,ORD-100410,PRD-107,White Bread,Bakery,1,35.0,0,35.0
ITM-101037,ORD-100411,PRD-120,Tomatoes 1kg,Produce,5,40.0,0,200.0
ITM-101038,ORD-100412,PRD-119,Potatoes 5kg,Produce,5,150.0,5,712.5
ITM-101039,ORD-100412,PRD-109,Chocolate Muffin,Bakery,4,40.0,10,144.0
ITM-101040,ORD-100413,PRD-124,Haldiram Bhujia 150g,Snacks,4,55.0,20,176.0
ITM-101041,ORD-100413,PRD-106,Whole Wheat Bread,Bakery,2,45.0,5,85.5
ITM-101043,ORD-100413,PRD-105,Amul Cheese Slices 200g,Dairy,5,120.0,10,540.0
ITM-101044,ORD-100414,PRD-117,Washington Apples 1kg,Produce,3,220.0,10,594.0
ITM-101045,ORD-100414,PRD-119,Potatoes 5kg,Produce,2,150.0,20,240.0
ITM-101046,ORD-100414,PRD-105,Amul Cheese Slices 200g,Dairy,3,120.0,15,306.0
ITM-101047,ORD-100414,PRD-120,Tomatoes 1kg,Produce,3,40.0,10,108.0
ITM-101048,ORD-100415,PRD-101,Amul Butter 500g,Dairy,5,55.0,20,220.0
ITM-101049,ORD-100415,PRD-122,Oreo Biscuits,Snacks,1,30.0,5,28.5
ITM-101050,ORD-100415,PRD-108,Croissant,Bakery,5,60.0,20,240.0
ITM-101051,ORD-100416,PRD-114,Red Label Tea 250g,Beverages,2,140.0,10,252.0
ITM-101052,ORD-100417,PRD-121,Lays Potato Chips,Snacks,1,20.0,5,19.0
ITM-101053,ORD-100417,PRD-111,Coca Cola 2L,Beverages,4,99.0,5,376.2
ITM-101054,ORD-100418,PRD-120,Tomatoes 1kg,Produce,5,40.0,10,180.0
ITM-101055,ORD-100418,PRD-119,Potatoes 5kg,Produce,5,150.0,10,675.0
ITM-101056,ORD-100418,PRD-110,Garlic Bread,Bakery,3,80.0,15,204.0
ITM-101057,ORD-100418,PRD-106,Whole Wheat Bread,Bakery,4,45.0,0,180.0
ITM-101058,ORD-100419,PRD-116,Organic Bananas 1kg,Produce,1,60.0,5,57.0
ITM-101059,ORD-100420,PRD-123,Kurkure Masala Munch,Snacks,4,20.0,5,76.0
ITM-101060,ORD-100420,PRD-120,Tomatoes 1kg,Produce,2,40.0,5,76.0
ITM-101061,ORD-100421,PRD-124,Haldiram Bhujia 150g,Snacks,4,55.0,10,198.0
